     Degree Centrality  Betweenness Centrality  Closeness Centrality  Eigenvector Centrality  Clustering Coefficient  PageRank  Katz Centrality  Harmonic Centrality  Assortativity  Avg Neighbor Degree
1             0.057692                0.007433              0.345515                0.016812                0.600000  0.007828         0.073190            40.666667      -0.127896             9.500000
2             0.038462                0.000049              0.303207                0.012289                0.833333  0.005511         0.066366            36.716667      -0.127896            11.750000
3             0.038462                0.000521              0.309524                0.011851                0.666667  0.005669         0.061847            35.616667      -0.127896             7.250000
4             0.221154                0.076093              0.371429                0.077091                0.209486  0.024230         0.162516            51.866667      -0.127896             9.652174
5             0.076923                0.062928              0.390977                0.046648                0.250000  0.009884         0.081464            45.083333      -0.127896             8.250000
6             0.067308                0.012881              0.356164                0.021200                0.523810  0.008865         0.077282            42.083333      -0.127896             9.142857
7             0.105769                0.056297              0.379562                0.031526                0.181818  0.012958         0.095263            46.250000      -0.127896             8.363636
8             0.076923                0.068724              0.407843                0.056750                0.178571  0.009447         0.085923            46.916667      -0.127896            10.500000
9             0.240385                0.074908              0.378182                0.090929                0.253333  0.024990         0.178892            52.933333      -0.127896            10.400000
10            0.153846                0.098395              0.406250                0.066591                0.300000  0.016811         0.134669            50.900000      -0.127896            11.625000
11            0.144231                0.033732              0.340984                0.049770                0.304762  0.016323         0.124596            46.033333      -0.127896            11.000000
12            0.173077                0.029283              0.361111                0.070385                0.294118  0.018712         0.145698            48.950000      -0.127896            11.444444
13            0.240385                0.095262              0.380952                0.086789                0.233333  0.025587         0.176672            53.183333      -0.127896            10.320000
14            0.125000                0.018026              0.340984                0.051600                0.333333  0.013943         0.120088            45.183333      -0.127896            12.461538
15            0.086538                0.058843              0.395437                0.048395                0.416667  0.009759         0.104144            47.500000      -0.127896            15.777778
16            0.048077                0.000769              0.292135                0.020184                0.700000  0.006510         0.075766            37.716667      -0.127896            14.000000
17            0.028846                0.000000              0.278820                0.012324                1.000000  0.004356         0.064097            35.050000      -0.127896            14.333333
18            0.048077                0.000122              0.297143                0.029447                0.900000  0.005854         0.083260            38.716667      -0.127896            19.400000
19            0.028846                0.000049              0.316109                0.016377                0.666667  0.004195         0.067676            38.316667      -0.127896            19.666667
20            0.048077                0.036540              0.362369                0.020595                0.200000  0.006555         0.071305            42.166667      -0.127896            10.600000
21            0.096154                0.026229              0.380952                0.046518                0.400000  0.010924         0.104352            46.350000      -0.127896            13.100000
22            0.048077                0.000124              0.296296                0.027553                0.800000  0.005897         0.081609            38.550000      -0.127896            18.000000
23            0.067308                0.007157              0.346667                0.031493                0.333333  0.008059         0.089391            42.883333      -0.127896            15.000000
24            0.086538                0.001948              0.297994                0.040593                0.500000  0.009686         0.101403            40.216667      -0.127896            13.888889
25            0.086538                0.004959              0.357388                0.048379                0.611111  0.009492         0.106814            44.383333      -0.127896            16.555556
26            0.048077                0.000835              0.320988                0.021275                0.400000  0.006088         0.075558            39.600000      -0.127896            13.600000
27            0.086538                0.005976              0.354949                0.044721                0.527778  0.009548         0.103115            43.883333      -0.127896            14.555556
28            0.086538                0.002889              0.332268                0.045633                0.583333  0.009468         0.105304            42.700000      -0.127896            15.666667
29            0.028846                0.003839              0.342105                0.047959                0.333333  0.004229         0.066105            39.700000      -0.127896            17.000000
30            0.038462                0.009693              0.348993                0.016775                0.333333  0.005275         0.068079            40.500000      -0.127896            12.500000
31            0.192308                0.139478              0.414343                0.258553                0.268421  0.020231         0.158722            53.366667      -0.127896            11.600000
32            0.105769                0.031842              0.382353                0.151958                0.400000  0.011447         0.109727            46.616667      -0.127896            11.909091
33            0.125000                0.075272              0.412698                0.062927                0.192308  0.015260         0.100771            49.083333      -0.127896             7.384615
34            0.144231                0.039195              0.375451                0.186696                0.257143  0.015559         0.126352            47.700000      -0.127896            10.133333
35            0.048077                0.007857              0.356164                0.056030                0.300000  0.006320         0.075009            42.033333      -0.127896            14.200000
36            0.048077                0.000182              0.288889                0.025673                0.800000  0.005896         0.079755            37.333333      -0.127896            16.200000
37            0.086538                0.001341              0.294618                0.036424                0.527778  0.009764         0.098967            39.633333      -0.127896            13.222222
38            0.096154                0.008353              0.304985                0.029838                0.355556  0.011160         0.095901            40.766667      -0.127896            10.000000
39            0.067308                0.003639              0.292135                0.025580                0.523810  0.007996         0.085442            38.466667      -0.127896            12.714286
40            0.173077                0.046235              0.357388                0.065343                0.274510  0.018267         0.140779            47.750000      -0.127896            10.222222
41            0.076923                0.003303              0.326019                0.039304                0.642857  0.008657         0.097778            41.533333      -0.127896            15.250000
42            0.057692                0.000708              0.298851                0.026683                0.533333  0.006946         0.083125            38.350000      -0.127896            14.500000
43            0.048077                0.001673              0.288889                0.017559                0.400000  0.006315         0.073047            37.133333      -0.127896            11.600000
44            0.048077                0.000199              0.300578                0.027196                0.800000  0.005871         0.081570            38.350000      -0.127896            18.200000
45            0.057692                0.000237              0.320000                0.033814                0.733333  0.006683         0.088169            39.866667      -0.127896            17.333333
46            0.038462                0.042746              0.335484                0.022034                0.333333  0.005251         0.073860            39.883333      -0.127896            18.000000
47            0.173077                0.027731              0.351351                0.065497                0.274510  0.018305         0.141161            47.716667      -0.127896            10.111111
48            0.038462                0.000250              0.338762                0.016677                0.833333  0.005333         0.065792            38.933333      -0.127896             9.750000
49            0.076923                0.103649              0.407843                0.069553                0.250000  0.009104         0.089611            47.250000      -0.127896            11.750000
50            0.028846                0.003328              0.346667                0.016753                0.333333  0.004203         0.065010            39.666667      -0.127896            15.666667
51            0.057692                0.020374              0.356164                0.019628                0.600000  0.007887         0.072361            41.333333      -0.127896             9.166667
52            0.048077                0.013326              0.357388                0.019226                0.400000  0.006485         0.070040            41.166667      -0.127896            10.200000
53            0.067308                0.002632              0.288889                0.022318                0.666667  0.008096         0.082875            37.800000      -0.127896            11.285714
