             Degree Centrality  Betweenness Centrality  Closeness Centrality  Eigenvector Centrality  Clustering Coefficient  PageRank  Katz Centrality  Harmonic Centrality  Assortativity  Avg Neighbor Degree
Beak                  0.098361                0.019083              0.346591                0.128504                0.333333  0.016962         0.132299            25.983333      -0.043594             7.333333
Beescratch            0.131148                0.213324              0.371951                0.042093                0.142857  0.024658         0.141114            27.366667      -0.043594             5.625000
Bumper                0.065574                0.009073              0.282407                0.039757                0.166667  0.013336         0.114165            21.376190      -0.043594             4.500000
CCL                   0.049180                0.002374              0.308081                0.079334                0.333333  0.009627         0.111820            22.492857      -0.043594             7.666667
Cross                 0.016393                0.000000              0.248980                0.029287                0.000000  0.005079         0.098004            17.910714      -0.043594            10.000000
DN16                  0.065574                0.004380              0.238281                0.006574                0.500000  0.014435         0.116687            18.642857      -0.043594             6.500000
DN21                  0.098361                0.029373              0.267544                0.012214                0.533333  0.020063         0.130837            21.766667      -0.043594             7.000000
DN63                  0.081967                0.118239              0.365269                0.042909                0.200000  0.015646         0.122452            25.733333      -0.043594             5.800000
Double                0.098361                0.022366              0.363095                0.143102                0.266667  0.017095         0.132637            26.550000      -0.043594             7.333333
Feather               0.114754                0.020894              0.252066                0.012222                0.523810  0.023470         0.136167            21.442857      -0.043594             6.285714
Fish                  0.081967                0.016092              0.312821                0.075253                0.400000  0.015106         0.123033            23.959524      -0.043594             6.200000
Five                  0.016393                0.000000              0.248980                0.029287                0.000000  0.005079         0.098004            17.910714      -0.043594            10.000000
Fork                  0.016393                0.000000              0.268722                0.039076                0.000000  0.004835         0.098322            18.876190      -0.043594            10.000000
Gallatin              0.131148                0.052846              0.271111                0.015033                0.500000  0.026170         0.142669            22.933333      -0.043594             6.250000
Grin                  0.196721                0.061972              0.376543                0.315781                0.257576  0.032137         0.173949            30.150000      -0.043594             6.750000
Haecksel              0.114754                0.033292              0.338889                0.164175                0.238095  0.019879         0.138064            25.816667      -0.043594             6.428571
Hook                  0.098361                0.003305              0.329730                0.207993                0.600000  0.016623         0.137462            25.409524      -0.043594             9.500000
Jet                   0.147541                0.114300              0.309645                0.017537                0.222222  0.031741         0.146449            25.116667      -0.043594             5.333333
Jonah                 0.114754                0.014855              0.337017                0.202493                0.523810  0.019391         0.142094            26.409524      -0.043594             8.285714
Knit                  0.065574                0.013314              0.316062                0.020683                0.500000  0.012931         0.116328            22.733333      -0.043594             6.250000
Kringel               0.147541                0.102646              0.391026                0.184478                0.138889  0.024636         0.150737            29.233333      -0.043594             6.222222
MN105                 0.098361                0.012701              0.333333                0.207349                0.533333  0.016935         0.137557            25.742857      -0.043594             9.666667
MN23                  0.016393                0.000000              0.237354                0.002439                0.000000  0.005417         0.097581            17.026190      -0.043594             9.000000
MN60                  0.049180                0.042183              0.333333                0.087362                0.333333  0.009862         0.113268            23.316667      -0.043594             9.333333
MN83                  0.098361                0.007383              0.312821                0.193212                0.533333  0.016902         0.136649            25.042857      -0.043594             9.333333
Mus                   0.049180                0.001644              0.255230                0.005953                0.666667  0.011508         0.109106            19.016667      -0.043594             5.666667
Notch                 0.049180                0.004362              0.277273                0.008950                0.666667  0.011213         0.108852            19.816667      -0.043594             5.333333
Number1               0.081967                0.029237              0.316062                0.016328                0.400000  0.017136         0.121657            23.316667      -0.043594             5.600000
Oscar                 0.081967                0.066757              0.365269                0.068227                0.300000  0.014845         0.124009            25.866667      -0.043594             6.800000
Patchback             0.147541                0.065529              0.322751                0.211761                0.250000  0.026452         0.151322            26.959524      -0.043594             6.333333
PL                    0.081967                0.033050              0.322751                0.040751                0.300000  0.015302         0.121283            23.266667      -0.043594             5.200000
Quasi                 0.016393                0.000000              0.237354                0.002439                0.000000  0.005417         0.097581            17.026190      -0.043594             9.000000
Ripplefluke           0.049180                0.032787              0.216312                0.003865                0.333333  0.013314         0.108985            16.983333      -0.043594             5.333333
Scabs                 0.163934                0.057166              0.365269                0.281097                0.333333  0.028417         0.161279            28.650000      -0.043594             7.100000
Shmuddel              0.081967                0.032695              0.316062                0.138827                0.300000  0.015917         0.126403            24.076190      -0.043594             7.800000
SMN5                  0.016393                0.000000              0.244980                0.029437                0.000000  0.004918         0.097824            17.958333      -0.043594             9.000000
SN100                 0.114754                0.248237              0.417808                0.132766                0.047619  0.020612         0.137819            29.283333      -0.043594             6.571429
SN4                   0.180328                0.138570              0.398693                0.300561                0.236364  0.029869         0.168894            30.400000      -0.043594             7.363636
SN63                  0.131148                0.045352              0.329730                0.196616                0.285714  0.023934         0.145247            26.242857      -0.043594             6.625000
SN89                  0.032787                0.070517              0.335165                0.020876                0.000000  0.007766         0.104504            22.616667      -0.043594             8.000000
SN9                   0.131148                0.143150              0.403974                0.207873                0.250000  0.021963         0.148055            29.283333      -0.043594             7.750000
SN90                  0.081967                0.023252              0.297561                0.015264                0.600000  0.016145         0.125439            22.450000      -0.043594             7.800000
SN96                  0.098361                0.029158              0.329730                0.080951                0.333333  0.017616         0.128458            24.650000      -0.043594             5.500000
Stripes               0.114754                0.062831              0.337017                0.190338                0.238095  0.021687         0.140549            26.409524      -0.043594             7.714286
Thumper               0.065574                0.012038              0.311224                0.077802                0.166667  0.012828         0.117086            23.242857      -0.043594             6.500000
Topless               0.180328                0.040670              0.346591                0.285003                0.309091  0.029507         0.167459            28.576190      -0.043594             7.000000
TR120                 0.032787                0.003008              0.256303                0.029716                0.000000  0.008825         0.102371            18.760714      -0.043594             4.500000
TR77                  0.098361                0.023201              0.338889                0.080372                0.400000  0.017337         0.129249            25.050000      -0.043594             6.000000
TR82                  0.016393                0.000000              0.232824                0.002420                0.000000  0.005263         0.097613            16.726190      -0.043594             9.000000
TR88                  0.032787                0.000929              0.246964                0.023430                0.000000  0.008875         0.101697            17.944048      -0.043594             3.500000
TR99                  0.114754                0.033411              0.350575                0.217690                0.238095  0.019228         0.143971            27.409524      -0.043594             9.142857
Trigger               0.163934                0.084677              0.329730                0.210680                0.244444  0.031292         0.154920            26.909524      -0.043594             5.300000
TSN103                0.065574                0.019234              0.342697                0.129564                0.333333  0.012070         0.121187            24.816667      -0.043594             9.250000
TSN83                 0.032787                0.001193              0.259574                0.033687                0.000000  0.008180         0.102763            18.977381      -0.043594             5.000000
Upbang                0.114754                0.099122              0.324468                0.023024                0.380952  0.021659         0.136555            24.733333      -0.043594             6.428571
Vau                   0.032787                0.000877              0.271111                0.052109                0.000000  0.007493         0.104907            19.859524      -0.043594             8.500000
Wave                  0.032787                0.000137              0.213287                0.002613                0.000000  0.008330         0.102634            16.066667      -0.043594             5.000000
Web                   0.147541                0.084205              0.301980                0.017404                0.361111  0.030109         0.147104            24.566667      -0.043594             5.444444
Whitetip              0.016393                0.000000              0.248980                0.027332                0.000000  0.004962         0.097521            17.744048      -0.043594             8.000000
Zap                   0.081967                0.020333              0.342697                0.111819                0.300000  0.014765         0.124648            24.733333      -0.043594             6.800000
Zig                   0.016393                0.000000              0.178363                0.000538                0.000000  0.006192         0.095707            12.946429      -0.043594             3.000000
Zipfel                0.049180                0.014195              0.301980                0.051991                0.000000  0.011037         0.109549            21.909524      -0.043594             5.666667
