                  Degree Centrality  Betweenness Centrality  Closeness Centrality  Eigenvector Centrality  Clustering Coefficient  PageRank  Katz Centrality  Harmonic Centrality  Assortativity  Avg Neighbor Degree
Myriel                     0.131579                0.176842              0.429379                0.028134                0.066667  0.042803         0.102884            37.333333      -0.165225             4.900000
Napoleon                   0.013158                0.000000              0.301587                0.002343                0.000000  0.005584         0.064142            24.650000      -0.165225            10.000000
MlleBaptistine             0.039474                0.000000              0.413043                0.026873                1.000000  0.010279         0.081503            33.833333      -0.165225            16.333333
MmeMagloire                0.039474                0.000000              0.413043                0.026873                1.000000  0.010279         0.081503            33.833333      -0.165225            16.333333
CountessDeLo               0.013158                0.000000              0.301587                0.002343                0.000000  0.005584         0.064142            24.650000      -0.165225            10.000000
Geborand                   0.013158                0.000000              0.301587                0.002343                0.000000  0.005584         0.064142            24.650000      -0.165225            10.000000
Champtercier               0.013158                0.000000              0.301587                0.002343                0.000000  0.005584         0.064142            24.650000      -0.165225            10.000000
Cravatte                   0.013158                0.000000              0.301587                0.002343                0.000000  0.005584         0.064142            24.650000      -0.165225            10.000000
Count                      0.013158                0.000000              0.301587                0.002343                0.000000  0.005584         0.064142            24.650000      -0.165225            10.000000
OldMan                     0.013158                0.000000              0.301587                0.002343                0.000000  0.005584         0.064142            24.650000      -0.165225            10.000000
Labarre                    0.013158                0.000000              0.393782                0.022291                0.000000  0.003729         0.072284            31.666667      -0.165225            36.000000
Valjean                    0.473684                0.569989              0.644068                0.267616                0.120635  0.075434         0.265716            55.666667      -0.165225             7.527778
Marguerite                 0.026316                0.000000              0.413043                0.029767                1.000000  0.005260         0.079741            33.500000      -0.165225            25.500000
MmeDeR                     0.013158                0.000000              0.393782                0.022291                0.000000  0.003729         0.072284            31.666667      -0.165225            36.000000
Isabeau                    0.013158                0.000000              0.393782                0.022291                0.000000  0.003729         0.072284            31.666667      -0.165225            36.000000
Gervais                    0.013158                0.000000              0.393782                0.022291                0.000000  0.003729         0.072284            31.666667      -0.165225            36.000000
Tholomyes                  0.118421                0.040629              0.391753                0.048146                0.611111  0.015647         0.111940            34.750000      -0.165225             9.666667
Listolier                  0.092105                0.000000              0.340807                0.019685                1.000000  0.012618         0.096069            30.116667      -0.165225             8.428571
Fameuil                    0.092105                0.000000              0.340807                0.019685                1.000000  0.012618         0.096069            30.116667      -0.165225             8.428571
Blacheville                0.092105                0.000000              0.340807                0.019685                1.000000  0.012618         0.096069            30.116667      -0.165225             8.428571
Favourite                  0.092105                0.000000              0.340807                0.019685                1.000000  0.012618         0.096069            30.116667      -0.165225             8.428571
Dahlia                     0.092105                0.000000              0.340807                0.019685                1.000000  0.012618         0.096069            30.116667      -0.165225             8.428571
Zephine                    0.092105                0.000000              0.340807                0.019685                1.000000  0.012618         0.096069            30.116667      -0.165225             8.428571
Fantine                    0.197368                0.129645              0.460606                0.089758                0.314286  0.027022         0.149139            41.000000      -0.165225             9.800000
MmeThenardier              0.144737                0.029002              0.460606                0.122281                0.490909  0.019501         0.139813            39.583333      -0.165225            12.818182
Thenardier                 0.210526                0.074901              0.517007                0.187806                0.408333  0.027926         0.175191            44.166667      -0.165225            12.187500
Cosette                    0.144737                0.023796              0.477987                0.111036                0.381818  0.020611         0.136039            40.583333      -0.165225            12.000000
Javert                     0.223684                0.054332              0.517007                0.184223                0.323529  0.030303         0.177783            44.500000      -0.165225            11.117647
Fauchelevent               0.052632                0.026491              0.402116                0.040048                0.333333  0.011638         0.088178            33.333333      -0.165225            14.000000
Bamatabois                 0.105263                0.008041              0.426966                0.062274                0.642857  0.015577         0.112984            36.500000      -0.165225            12.250000
Perpetue                   0.026316                0.000000              0.317992                0.011312                1.000000  0.005407         0.071064            26.566667      -0.165225             9.500000
Simplice                   0.052632                0.008640              0.417582                0.046054                0.666667  0.009074         0.092183            34.500000      -0.165225            17.500000
Scaufflaire                0.013158                0.000000              0.393782                0.022291                0.000000  0.003729         0.072284            31.666667      -0.165225            36.000000
Woman1                     0.026316                0.000000              0.395833                0.037636                1.000000  0.005244         0.081173            32.166667      -0.165225            26.500000
Judge                      0.078947                0.000000              0.404255                0.041208                1.000000  0.012426         0.097416            34.166667      -0.165225            11.333333
Champmathieu               0.078947                0.000000              0.404255                0.041208                1.000000  0.012426         0.097416            34.166667      -0.165225            11.333333
Brevet                     0.078947                0.000000              0.404255                0.041208                1.000000  0.012426         0.097416            34.166667      -0.165225            11.333333
Chenildieu                 0.078947                0.000000              0.404255                0.041208                1.000000  0.012426         0.097416            34.166667      -0.165225            11.333333
Cochepaille                0.078947                0.000000              0.404255                0.041208                1.000000  0.012426         0.097416            34.166667      -0.165225            11.333333
Pontmercy                  0.039474                0.006925              0.372549                0.037927                0.333333  0.007368         0.081035            31.083333      -0.165225            12.333333
Boulatruelle               0.013158                0.000000              0.342342                0.015643                0.000000  0.003432         0.067758            27.583333      -0.165225            16.000000
Eponine                    0.144737                0.011488              0.395833                0.141937                0.454545  0.017793         0.137568            35.750000      -0.165225            10.818182
Anzelma                    0.039474                0.000000              0.351852                0.037651                1.000000  0.006313         0.081627            29.166667      -0.165225            12.666667
Woman2                     0.039474                0.000000              0.402116                0.046884                1.000000  0.006837         0.087975            33.000000      -0.165225            21.333333
MotherInnocent             0.026316                0.000000              0.397906                0.025627                1.000000  0.006202         0.076693            32.333333      -0.165225            20.000000
Gribier                    0.013158                0.000000              0.287879                0.003336                0.000000  0.004421         0.063407            23.150000      -0.165225             4.000000
Jondrette                  0.013158                0.000000              0.256757                0.002220                0.000000  0.005265         0.062655            20.850000      -0.165225             2.000000
MmeBurgon                  0.026316                0.026316              0.343891                0.026659                0.000000  0.007805         0.073137            28.666667      -0.165225            11.500000
Gavroche                   0.289474                0.165113              0.513514                0.317839                0.354978  0.035764         0.220127            46.000000      -0.165225            11.545455
Gillenormand               0.092105                0.020211              0.441860                0.065397                0.476190  0.014957         0.105789            37.083333      -0.165225            11.571429
Magnon                     0.026316                0.000217              0.334802                0.015633                0.000000  0.005271         0.071278            27.616667      -0.165225             9.000000
MlleGillenormand           0.092105                0.047599              0.441860                0.063169                0.428571  0.016260         0.105176            37.083333      -0.165225            11.428571
MmePontmercy               0.026316                0.000351              0.315353                0.008421                0.000000  0.006010         0.068309            25.866667      -0.165225             5.000000
MlleVaubois                0.013158                0.000000              0.307692                0.005262                0.000000  0.003922         0.064257            24.783333      -0.165225             7.000000
LtGillenormand             0.052632                0.000000              0.365385                0.041540                1.000000  0.008713         0.086211            30.833333      -0.165225            11.000000
Marius                     0.250000                0.132032              0.531469                0.259112                0.333333  0.030893         0.197250            45.833333      -0.165225            11.894737
BaronessT                  0.026316                0.000000              0.351852                0.027029                1.000000  0.005146         0.074150            28.833333      -0.165225            13.000000
Mabeuf                     0.144737                0.027661              0.395833                0.195030                0.690909  0.017476         0.146062            35.750000      -0.165225            12.727273
Enjolras                   0.197368                0.042553              0.481013                0.267180                0.609524  0.021880         0.182661            42.000000      -0.165225            14.200000
Combeferre                 0.144737                0.001250              0.391753                0.210736                0.927273  0.015890         0.149282            35.416667      -0.165225            13.363636
Prouvaire                  0.118421                0.000000              0.356808                0.175818                1.000000  0.013144         0.132934            32.333333      -0.165225            13.222222
Feuilly                    0.144737                0.001250              0.391753                0.210736                0.927273  0.015890         0.149282            35.416667      -0.165225            13.363636
Courfeyrac                 0.171053                0.005267              0.400000                0.232469                0.756410  0.018576         0.161452            36.750000      -0.165225            12.538462
Bahorel                    0.157895                0.002185              0.393782                0.221555                0.863636  0.017197         0.154901            35.916667      -0.165225            12.750000
Bossuet                    0.171053                0.030754              0.475000                0.242132                0.769231  0.018957         0.167554            41.000000      -0.165225            14.461538
Joly                       0.157895                0.002185              0.393782                0.221555                0.863636  0.017197         0.154901            35.916667      -0.165225            12.750000
Grantaire                  0.131579                0.000150              0.358491                0.186637                0.933333  0.014455         0.138553            32.833333      -0.165225            12.500000
MotherPlutarch             0.013158                0.000000              0.284644                0.016245                0.000000  0.003298         0.066301            23.716667      -0.165225            11.000000
Gueulemer                  0.131579                0.004960              0.463415                0.145430                0.800000  0.016691         0.141246            39.333333      -0.165225            14.900000
Babet                      0.131579                0.004960              0.463415                0.145430                0.800000  0.016691         0.141246            39.333333      -0.165225            14.900000
Claquesous                 0.131579                0.004862              0.452381                0.141535                0.711111  0.016561         0.139462            38.750000      -0.165225            14.200000
Montparnasse               0.118421                0.003874              0.457831                0.136028                0.833333  0.015171         0.134588            38.666667      -0.165225            15.444444
Toussaint                  0.039474                0.000000              0.402116                0.046884                1.000000  0.006837         0.087975            33.000000      -0.165225            21.333333
Child1                     0.026316                0.000000              0.342342                0.028879                1.000000  0.005791         0.073689            28.500000      -0.165225            12.000000
Child2                     0.026316                0.000000              0.342342                0.028879                1.000000  0.005791         0.073689            28.500000      -0.165225            12.000000
Brujon                     0.092105                0.000439              0.380000                0.101286                0.904762  0.011866         0.113469            33.083333      -0.165225            12.571429
MmeHucheloup               0.092105                0.000000              0.353488                0.140712                1.000000  0.010688         0.118005            31.333333      -0.165225            13.857143
